Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence;Calculated_Probability
1494;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,0,0,1,0,1,1,0,1,1;0.00%
1495;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,0,0,1,0,1,1,1,0,0;0.00%
1496;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,0,0,1,0,1,1,1,0,1;0.00%
1497;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,0,0,1,1,0,1,0,1,0;0.00%
1498;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,0,0,1,1,0,1,0,1,1;0.00%
1499;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,0,0,1,1,0,1,1,0,0;0.00%
1500;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,0,0,1,1,0,1,1,0,1;0.00%
1501;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,0,0,1,1,1,0,0,1,0;0.00%
1502;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,0,0,1,1,1,0,0,1,1;0.00%
1503;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,0,0,1,1,1,0,1,0,0;0.00%
1504;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,0,0,1,1,1,0,1,0,1;0.00%
1505;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,0,0,1,1,0,1,0;0.00%
1506;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,0,0,1,1,0,1,1;0.00%
1507;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,0,0,1,1,1,0,0;0.00%
1508;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,0,0,1,1,1,0,1;0.00%
1509;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,0,1,0,1,0,1,0;0.00%
1510;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,0,1,0,1,0,1,1;0.00%
1511;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,0,1,0,1,1,0,0;0.00%
1512;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,0,1,0,1,1,0,1;0.00%
1513;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,0,1,1,0,0,1,0;0.00%
1514;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,0,1,1,0,0,1,1;0.00%
1515;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,0,1,1,0,1,0,0;0.00%
1516;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,0,1,1,0,1,0,1;0.00%
1517;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,1,0,0,1,0,1,0;0.00%
1518;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,1,0,0,1,0,1,1;0.00%
1519;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,1,0,0,1,1,0,0;0.00%
1520;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,1,0,0,1,1,0,1;0.00%
1521;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,1,0,1,0,0,1,0;0.00%
1522;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,1,0,1,0,0,1,1;0.00%
1523;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,1,0,1,0,1,0,0;0.00%
1524;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,1,0,1,0,1,0,1;0.00%
1525;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,1,1,0,0,0,1,0;0.00%
1526;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,1,1,0,0,0,1,1;0.00%
1527;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,0,1,1,1,0,0,1,0,0;0.00%
1528;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,0,1,1,1,0,0,1,0,1;0.00%
1529;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,0,0,1,1,0,1,0;0.00%
1530;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,0,0,1,1,0,1,1;0.00%
1531;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,0,0,1,1,1,0,0;0.00%
1532;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,0,0,1,1,1,0,1;0.00%
1533;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,0,1,0,1,0,1,0;0.00%
1534;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,0,1,0,1,0,1,1;0.00%
1535;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,0,1,0,1,1,0,0;0.00%
1536;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,0,1,0,1,1,0,1;0.00%
1537;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,0,1,1,0,0,1,0;0.00%
1538;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,0,1,1,0,0,1,1;0.00%
1539;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,0,1,1,0,1,0,0;0.00%
1540;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,0,1,1,0,1,0,1;0.00%
1541;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,1,0,0,1,0,1,0;0.00%
1542;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,1,0,0,1,0,1,1;0.00%
1543;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,1,0,0,1,1,0,0;0.00%
1544;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,1,0,0,1,1,0,1;0.00%
1545;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,1,0,1,0,0,1,0;0.00%
1546;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,1,0,1,0,0,1,1;0.00%
1547;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,1,0,1,0,1,0,0;0.00%
1548;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,1,0,1,0,1,0,1;0.00%
1549;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,1,1,0,0,0,1,0;0.00%
1550;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,1,1,0,0,0,1,1;0.00%
1551;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,0,1,1,0,0,1,0,0;0.00%
1552;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,0,1,1,0,0,1,0,1;0.00%
1553;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,1,0,0,0,1,0,1,0;0.00%
1554;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,1,0,0,0,1,0,1,1;0.00%
1555;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,1,0,0,0,1,1,0,0;0.00%
1556;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,1,0,0,0,1,1,0,1;0.00%
1557;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,1,0,0,1,0,0,1,0;0.00%
1558;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,1,0,0,1,0,0,1,1;0.00%
1559;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,1,0,0,1,0,1,0,0;0.00%
1560;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,1,0,0,1,0,1,0,1;0.00%
1561;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,1,0,1,0,0,0,1,0;0.00%
1562;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,1,0,1,0,0,0,1,1;0.00%
1563;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,1,0,1,0,0,1,0,0;0.00%
1564;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,1,0,1,0,0,1,0,1;0.00%
1565;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,0,1,1,1,1,0,0,0,0,1,0;0.00%
1566;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,0,1,1,1,1,0,0,0,0,1,1;0.00%
1567;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,0,1,1,1,1,0,0,0,1,0,0;0.00%
1568;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,0,1,1,1,1,0,0,0,1,0,1;0.00%
1569;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,0,0,1,1,1,0,1,0;0.00%
1570;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,0,0,1,1,1,0,1,1;0.00%
1571;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,0,0,1,1,1,1,0,0;0.00%
1572;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,0,0,1,1,1,1,0,1;0.00%
1573;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,0,1,0,1,1,0,1,0;0.00%
1574;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,0,1,0,1,1,0,1,1;0.00%
1575;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,0,1,0,1,1,1,0,0;0.00%
1576;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,0,1,0,1,1,1,0,1;0.00%
1577;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,0,1,1,0,1,0,1,0;0.00%
1578;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,0,1,1,0,1,0,1,1;0.00%
1579;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,0,1,1,0,1,1,0,0;0.00%
1580;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,0,1,1,0,1,1,0,1;0.00%
1581;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,0,1,1,1,0,0,1,0;0.00%
1582;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,0,1,1,1,0,0,1,1;0.00%
1583;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,0,1,1,1,0,1,0,0;0.00%
1584;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,0,1,1,1,0,1,0,1;0.00%
1585;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,0,0,1,1,0,1,0;0.00%
1586;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,0,0,1,1,0,1,1;0.00%
1587;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,0,0,1,1,1,0,0;0.00%
1588;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,0,0,1,1,1,0,1;0.00%
1589;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,0,1,0,1,0,1,0;0.00%
1590;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,0,1,0,1,0,1,1;0.00%
1591;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,0,1,0,1,1,0,0;0.00%
1592;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,0,1,0,1,1,0,1;0.00%
1593;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,0,1,1,0,0,1,0;0.00%
1594;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,0,1,1,0,0,1,1;0.00%
1595;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,0,1,1,0,1,0,0;0.00%
1596;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,0,1,1,0,1,0,1;0.00%
1597;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,1,0,0,1,0,1,0;0.00%
1598;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,1,0,0,1,0,1,1;0.00%
1599;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,1,0,0,1,1,0,0;0.00%
1600;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,1,0,0,1,1,0,1;0.00%
1601;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,1,0,1,0,0,1,0;0.00%
1602;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,1,0,1,0,0,1,1;0.00%
1603;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,1,0,1,0,1,0,0;0.00%
1604;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,1,0,1,0,1,0,1;0.00%
1605;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,1,1,0,0,0,1,0;0.00%
1606;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,1,1,0,0,0,1,1;0.00%
1607;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,1,1,0,0,1,0,0;0.00%
1608;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,1,1,0,0,1,0,1;0.00%
1609;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,0,0,1,1,0,1,0;0.00%
1610;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,0,0,1,1,0,1,1;0.00%
1611;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,0,0,1,1,1,0,0;0.00%
1612;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,0,0,1,1,1,0,1;0.00%
1613;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,0,1,0,1,0,1,0;0.00%
1614;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,0,1,0,1,0,1,1;0.00%
1615;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,0,1,0,1,1,0,0;0.00%
1616;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,0,1,0,1,1,0,1;0.00%
1617;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,0,1,1,0,0,1,0;0.00%
1618;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,0,1,1,0,0,1,1;0.00%
1619;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,0,1,1,0,1,0,0;0.00%
1620;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,0,1,1,0,1,0,1;0.00%
1621;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,0,0,1,0,1,0;0.00%
1622;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,0,0,1,0,1,1;0.00%
1623;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,0,0,1,1,0,0;0.00%
1624;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,0,0,1,1,0,1;0.00%
1625;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,0,1,0,0,1,0;0.00%
1626;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,0,1,0,0,1,1;0.00%
1627;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,0,1,0,1,0,0;0.00%
1628;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,0,1,0,1,0,1;0.00%
1629;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,1,0,0,0,1,0;0.00%
1630;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,1,0,0,0,1,1;0.00%
1631;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,1,0,0,1,0,0;0.00%
1632;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,1,0,0,1,0,1;0.00%
1633;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,0,0,0,1,0,1,0;0.00%
1634;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,0,0,0,1,0,1,1;0.00%
1635;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,0,0,0,1,1,0,0;0.00%
1636;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,0,0,0,1,1,0,1;0.00%
