Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence
1544;1;0;0;1;1;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,0,1,1,0,1
1545;1;0;0;1;1;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,1,0,0,1,0
1546;1;0;0;1;1;0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,1,0,0,1,1
1547;1;0;0;1;1;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,1,0,1,0,0
1548;1;0;0;1;1;0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,1,0,1,0,1
1549;1;0;0;1;1;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,0,0,0,1,0
1550;1;0;0;1;1;0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,0,0,0,1,1
1551;1;0;0;1;1;0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,0,0,1,0,0
1552;1;0;0;1;1;0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,0,0,1,0,1
1553;1;0;0;1;1;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,0,1,0,1,0
1554;1;0;0;1;1;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,0,1,0,1,1
1555;1;0;0;1;1;1;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,0,1,1,0,0
1556;1;0;0;1;1;1;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,0,1,1,0,1
1557;1;0;0;1;1;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,1,0,0,1,0
1558;1;0;0;1;1;1;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,1,0,0,1,1
1559;1;0;0;1;1;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,1,0,1,0,0
1560;1;0;0;1;1;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,1,0,1,0,1
1561;1;0;0;1;1;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,0,0,0,1,0
1562;1;0;0;1;1;1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,0,0,0,1,1
1563;1;0;0;1;1;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,0,0,1,0,0
1564;1;0;0;1;1;1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,0,0,1,0,1
1565;1;0;0;1;1;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,0,0,0,1,0
1566;1;0;0;1;1;1;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,0,0,0,1,1
1567;1;0;0;1;1;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,0,0,1,0,0
1568;1;0;0;1;1;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,0,0,1,0,1
1569;1;0;1;0;0;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,1,1,0,1,0
1570;1;0;1;0;0;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,1,1,0,1,1
1571;1;0;1;0;0;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,1,1,1,0,0
1572;1;0;1;0;0;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,1,1,1,0,1
1573;1;0;1;0;0;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,1,1,0,1,0
1574;1;0;1;0;0;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,1,1,0,1,1
1575;1;0;1;0;0;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,1,1,1,0,0
1576;1;0;1;0;0;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,1,1,1,0,1
1577;1;0;1;0;0;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,0,1,0,1,0
1578;1;0;1;0;0;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,0,1,0,1,1
1579;1;0;1;0;0;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,0,1,1,0,0
1580;1;0;1;0;0;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,0,1,1,0,1
1581;1;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,0,0,1,0
1582;1;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,0,0,1,1
1583;1;0;1;0;0;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,0,1,0,0
1584;1;0;1;0;0;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,0,1,0,1
1585;1;0;1;0;0;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,1,1,0,1,0
1586;1;0;1;0;0;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,1,1,0,1,1
1587;1;0;1;0;0;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,1,1,1,0,0
1588;1;0;1;0;0;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,1,1,1,0,1
1589;1;0;1;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,0,1,0,1,0
1590;1;0;1;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,0,1,0,1,1
1591;1;0;1;0;0;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,0,1,1,0,0
1592;1;0;1;0;0;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,0,1,1,0,1
1593;1;0;1;0;0;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,0,0,1,0
1594;1;0;1;0;0;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,0,0,1,1
1595;1;0;1;0;0;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,0,1,0,0
1596;1;0;1;0;0;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,0,1,0,1
1597;1;0;1;0;0;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,0,1,0,1,0
1598;1;0;1;0;0;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,0,1,0,1,1
1599;1;0;1;0;0;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,0,1,1,0,0
1600;1;0;1;0;0;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,0,1,1,0,1
1601;1;0;1;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,0,0,1,0
1602;1;0;1;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,0,0,1,1
1603;1;0;1;0;0;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,1,0,1,0,0
1604;1;0;1;0;0;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,1,0,1,0,1
1605;1;0;1;0;0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,0,0,0,1,0
1606;1;0;1;0;0;1;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,0,0,0,1,1
1607;1;0;1;0;0;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,0,0,1,0,0
1608;1;0;1;0;0;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,0,0,1,0,1
1609;1;0;1;0;1;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,0,1,1,0,1,0
1610;1;0;1;0;1;0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,0,1,1,0,1,1
1611;1;0;1;0;1;0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,0,1,1,1,0,0
1612;1;0;1;0;1;0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,0,1,1,1,0,1
1613;1;0;1;0;1;0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,0,1,0,1,0
1614;1;0;1;0;1;0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,0,1,0,1,1
1615;1;0;1;0;1;0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,0,1,1,0,0
1616;1;0;1;0;1;0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,0,1,1,0,1
1617;1;0;1;0;1;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,1,0,0,1,0
1618;1;0;1;0;1;0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,1,0,0,1,1
1619;1;0;1;0;1;0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,1,0,1,0,0
1620;1;0;1;0;1;0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,1,0,1,0,1
1621;1;0;1;0;1;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,0,1,0,1,0
1622;1;0;1;0;1;0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,0,1,0,1,1
1623;1;0;1;0;1;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,0,1,1,0,0
1624;1;0;1;0;1;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,0,1,1,0,1
1625;1;0;1;0;1;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,1,0,0,1,0
1626;1;0;1;0;1;0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,1,0,0,1,1
1627;1;0;1;0;1;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,1,0,1,0,0
1628;1;0;1;0;1;0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,1,0,1,0,1
1629;1;0;1;0;1;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,0,0,0,1,0
1630;1;0;1;0;1;0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,0,0,0,1,1
1631;1;0;1;0;1;0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,0,0,1,0,0
1632;1;0;1;0;1;0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,0,0,1,0,1
1633;1;0;1;0;1;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,0,1,0,1,0
1634;1;0;1;0;1;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,0,1,0,1,1
1635;1;0;1;0;1;1;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,0,1,1,0,0
1636;1;0;1;0;1;1;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,0,1,1,0,1
1637;1;0;1;0;1;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,1,0,0,1,0
1638;1;0;1;0;1;1;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,1,0,0,1,1
1639;1;0;1;0;1;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,1,0,1,0,0
1640;1;0;1;0;1;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,1,0,1,0,1
1641;1;0;1;0;1;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,0,0,0,1,0
1642;1;0;1;0;1;1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,0,0,0,1,1
1643;1;0;1;0;1;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,0,0,1,0,0
1644;1;0;1;0;1;1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,0,0,1,0,1
1645;1;0;1;0;1;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,0,0,0,1,0
1646;1;0;1;0;1;1;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,0,0,0,1,1
1647;1;0;1;0;1;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,0,0,1,0,0
1648;1;0;1;0;1;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,0,0,1,0,1
1649;1;0;1;1;0;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,0,1,1,0,1,0
1650;1;0;1;1;0;0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,0,1,1,0,1,1
1651;1;0;1;1;0;0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,0,1,1,1,0,0
1652;1;0;1;1;0;0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,0,1,1,1,0,1
1653;1;0;1;1;0;0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,0,1,0,1,0
1654;1;0;1;1;0;0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,0,1,0,1,1
1655;1;0;1;1;0;0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,0,1,1,0,0
1656;1;0;1;1;0;0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,0,1,1,0,1
1657;1;0;1;1;0;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,1,0,0,1,0
1658;1;0;1;1;0;0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,1,0,0,1,1
1659;1;0;1;1;0;0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,1,0,1,0,0
1660;1;0;1;1;0;0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,1,0,1,0,1
1661;1;0;1;1;0;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,0,1,0,1,0
1662;1;0;1;1;0;0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,0,1,0,1,1
1663;1;0;1;1;0;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,0,1,1,0,0
1664;1;0;1;1;0;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,0,1,1,0,1
1665;1;0;1;1;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,1,0,0,1,0
1666;1;0;1;1;0;0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,1,0,0,1,1
1667;1;0;1;1;0;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,1,0,1,0,0
1668;1;0;1;1;0;0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,1,0,1,0,1
1669;1;0;1;1;0;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,0,0,0,1,0
1670;1;0;1;1;0;0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,0,0,0,1,1
1671;1;0;1;1;0;0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,0,0,1,0,0
1672;1;0;1;1;0;0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,0,0,1,0,1
1673;1;0;1;1;0;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,0,1,0,1,0
1674;1;0;1;1;0;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,0,1,0,1,1
1675;1;0;1;1;0;1;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,0,1,1,0,0
1676;1;0;1;1;0;1;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,0,1,1,0,1
1677;1;0;1;1;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,1,0,0,1,0
1678;1;0;1;1;0;1;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,1,0,0,1,1
1679;1;0;1;1;0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,1,0,1,0,0
1680;1;0;1;1;0;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,1,0,1,0,1
1681;1;0;1;1;0;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,0,0,0,1,0
1682;1;0;1;1;0;1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,0,0,0,1,1
1683;1;0;1;1;0;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,0,0,1,0,0
1684;1;0;1;1;0;1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,0,0,1,0,1
1685;1;0;1;1;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,0,0,0,1,0
1686;1;0;1;1;0;1;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,0,0,0,1,1
1687;1;0;1;1;0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,0,0,1,0,0
1688;1;0;1;1;0;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,0,0,1,0,1
1689;1;0;1;1;1;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,0,0,1,0,1,0
1690;1;0;1;1;1;0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,0,0,1,0,1,1
1691;1;0;1;1;1;0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,0,0,1,1,0,0
1692;1;0;1;1;1;0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,0,0,1,1,0,1
1693;1;0;1;1;1;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,0,1,0,0,1,0
1694;1;0;1;1;1;0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,0,1,0,0,1,1
1695;1;0;1;1;1;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,0,1,0,1,0,0
1696;1;0;1;1;1;0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,0,1,0,1,0,1
1697;1;0;1;1;1;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,0,0,0,1,0
1698;1;0;1;1;1;0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,0,0,0,1,1
1699;1;0;1;1;1;0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,0,0,1,0,0
1700;1;0;1;1;1;0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,0,0,1,0,1
1701;1;0;1;1;1;0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,0,0,0,1,0
1702;1;0;1;1;1;0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,0,0,0,1,1
1703;1;0;1;1;1;0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,0,0,1,0,0
1704;1;0;1;1;1;0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,0,0,1,0,1
1705;1;0;1;1;1;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,0,0,0,1,0
1706;1;0;1;1;1;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,0,0,0,1,1
1707;1;0;1;1;1;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,0,0,1,0,0
1708;1;0;1;1;1;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,0,0,1,0,1
1709;1;1;0;0;0;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,1,1,0,1,0
1710;1;1;0;0;0;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,1,1,0,1,1
1711;1;1;0;0;0;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,1,1,1,0,0
1712;1;1;0;0;0;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,1,1,1,0,1
1713;1;1;0;0;0;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,1,1,0,1,0
1714;1;1;0;0;0;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,1,1,0,1,1
1715;1;1;0;0;0;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,1,1,1,0,0
1716;1;1;0;0;0;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,1,1,1,0,1
1717;1;1;0;0;0;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,0,1,0,1,0
1718;1;1;0;0;0;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,0,1,0,1,1
1719;1;1;0;0;0;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,0,1,1,0,0
1720;1;1;0;0;0;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,0,1,1,0,1
1721;1;1;0;0;0;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,0,0,1,0
1722;1;1;0;0;0;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,0,0,1,1
1723;1;1;0;0;0;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,0,1,0,0
1724;1;1;0;0;0;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,0,1,0,1
1725;1;1;0;0;0;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,1,1,0,1,0
1726;1;1;0;0;0;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,1,1,0,1,1
1727;1;1;0;0;0;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,1,1,1,0,0
1728;1;1;0;0;0;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,1,1,1,0,1
1729;1;1;0;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,0,1,0,1,0
1730;1;1;0;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,0,1,0,1,1
1731;1;1;0;0;0;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,0,1,1,0,0
1732;1;1;0;0;0;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,0,1,1,0,1
1733;1;1;0;0;0;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,0,0,1,0
1734;1;1;0;0;0;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,0,0,1,1
1735;1;1;0;0;0;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,0,1,0,0
1736;1;1;0;0;0;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,0,1,0,1
1737;1;1;0;0;0;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,0,1,0,1,0
1738;1;1;0;0;0;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,0,1,0,1,1
1739;1;1;0;0;0;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,0,1,1,0,0
1740;1;1;0;0;0;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,0,1,1,0,1
1741;1;1;0;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,0,0,1,0
1742;1;1;0;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,0,0,1,1
