Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence
515;0;0;1;1;1;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,1,0,0
516;0;0;1;1;1;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,1,1,1
517;0;0;1;1;1;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,1,0,0,0
518;0;0;1;1;1;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,1,0,1,1
519;0;0;1;1;1;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,1,0,0
520;0;0;1;1;1;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,1,1,1
521;0;0;1;1;1;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,1,0,0,0
522;0;0;1;1;1;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,1,0,1,1
523;0;0;1;1;1;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,1,0,0,0,0
524;0;0;1;1;1;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,1,0,0,1,1
525;0;0;1;1;1;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,1,0,0
526;0;0;1;1;1;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,1,1,1
527;0;0;1;1;1;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,1,0,0,0
528;0;0;1;1;1;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,1,0,1,1
529;0;0;1;1;1;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,1,0,0,0,0
530;0;0;1;1;1;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,1,0,0,1,1
531;0;0;1;1;1;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,0,0,0,0,0
532;0;0;1;1;1;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,0,0,0,1,1
533;0;1;0;0;0;0;1.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,1,1,1,0,0
534;0;1;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,1,1,1,1,1
535;0;1;0;0;0;1;0.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,1,1,1,0,0
536;0;1;0;0;0;1;0.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,1,1,1,1,1
537;0;1;0;0;0;1;1.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,1,1,0,1,1,0,0
538;0;1;0;0;0;1;1.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,1,1,0,1,1,1,1
539;0;1;0;0;0;1;1.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,1,1,0,1,0,0
540;0;1;0;0;0;1;1.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,1,1,0,1,1,1
541;0;1;0;0;0;1;1.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,1,1,0,0,0
542;0;1;0;0;0;1;1.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,1,1,0,1,1
543;0;1;0;0;1;0;0.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,1,1,1,0,0
544;0;1;0;0;1;0;0.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,1,1,1,1,1
545;0;1;0;0;1;0;1.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,0,1,1,0,0
546;0;1;0;0;1;0;1.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,0,1,1,1,1
547;0;1;0;0;1;0;1.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,1,0,1,0,0
548;0;1;0;0;1;0;1.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,1,0,1,1,1
549;0;1;0;0;1;0;1.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,1,1,0,0,0
550;0;1;0;0;1;0;1.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,1,1,0,1,1
551;0;1;0;0;1;1;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,0,1,1,0,0
552;0;1;0;0;1;1;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,0,1,1,1,1
553;0;1;0;0;1;1;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,1,0,1,0,0
554;0;1;0;0;1;1;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,1,0,1,1,1
555;0;1;0;0;1;1;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,1,1,0,0,0
556;0;1;0;0;1;1;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,1,1,0,1,1
557;0;1;0;0;1;1;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,1,0,0,1,0,0
558;0;1;0;0;1;1;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,1,0,0,1,1,1
559;0;1;0;0;1;1;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,0,1,0,0,0
560;0;1;0;0;1;1;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,0,1,0,1,1
561;0;1;0;0;1;1;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,1,0,0,0,0
562;0;1;0;0;1;1;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,1,0,0,1,1
563;0;1;0;1;0;0;0.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,1,1,1,0,0
564;0;1;0;1;0;0;0.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,1,1,1,1,1
565;0;1;0;1;0;0;1.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,0,1,1,0,0
566;0;1;0;1;0;0;1.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,0,1,1,1,1
567;0;1;0;1;0;0;1.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,1,0,1,0,0
568;0;1;0;1;0;0;1.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,1,0,1,1,1
569;0;1;0;1;0;0;1.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,1,1,0,0,0
570;0;1;0;1;0;0;1.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,1,1,0,1,1
571;0;1;0;1;0;1;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,0,1,1,0,0
572;0;1;0;1;0;1;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,0,1,1,1,1
573;0;1;0;1;0;1;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,1,0,1,0,0
574;0;1;0;1;0;1;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,1,0,1,1,1
575;0;1;0;1;0;1;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,1,1,0,0,0
576;0;1;0;1;0;1;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,1,1,0,1,1
577;0;1;0;1;0;1;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,1,0,0,1,0,0
578;0;1;0;1;0;1;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,1,0,0,1,1,1
579;0;1;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,0,1,0,0,0
580;0;1;0;1;0;1;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,0,1,0,1,1
581;0;1;0;1;0;1;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,1,0,0,0,0
582;0;1;0;1;0;1;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,1,0,0,1,1
583;0;1;0;1;1;0;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,0,1,1,0,0
584;0;1;0;1;1;0;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,0,1,1,1,1
585;0;1;0;1;1;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,1,0,0
586;0;1;0;1;1;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,1,1,1
587;0;1;0;1;1;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,1,0,0,0
588;0;1;0;1;1;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,1,0,1,1
589;0;1;0;1;1;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,1,0,0
590;0;1;0;1;1;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,1,1,1
591;0;1;0;1;1;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,1,0,0,0
592;0;1;0;1;1;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,1,0,1,1
593;0;1;0;1;1;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,1,0,0,0,0
594;0;1;0;1;1;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,1,0,0,1,1
595;0;1;0;1;1;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,1,0,0
596;0;1;0;1;1;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,1,1,1
597;0;1;0;1;1;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,1,0,0,0
598;0;1;0;1;1;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,1,0,1,1
599;0;1;0;1;1;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,1,0,0,0,0
600;0;1;0;1;1;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,1,0,0,1,1
601;0;1;0;1;1;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,0,0,0,0,0
602;0;1;0;1;1;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,0,0,0,1,1
603;0;1;1;0;0;0;0.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,1,1,1,0,0
604;0;1;1;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,1,1,1,1,1
605;0;1;1;0;0;0;1.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,0,1,1,0,0
606;0;1;1;0;0;0;1.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,0,1,1,1,1
607;0;1;1;0;0;0;1.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,1,0,1,0,0
608;0;1;1;0;0;0;1.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,1,0,1,1,1
609;0;1;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,1,1,0,0,0
610;0;1;1;0;0;0;1.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,1,1,0,1,1
611;0;1;1;0;0;1;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,0,1,1,0,0
612;0;1;1;0;0;1;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,0,1,1,1,1
613;0;1;1;0;0;1;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,1,0,1,0,0
614;0;1;1;0;0;1;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,1,0,1,1,1
615;0;1;1;0;0;1;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,1,1,0,0,0
616;0;1;1;0;0;1;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,1,1,0,1,1
617;0;1;1;0;0;1;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,1,0,0,1,0,0
618;0;1;1;0;0;1;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,1,0,0,1,1,1
619;0;1;1;0;0;1;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,0,1,0,0,0
620;0;1;1;0;0;1;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,0,1,0,1,1
621;0;1;1;0;0;1;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,1,0,0,0,0
622;0;1;1;0;0;1;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,1,0,0,1,1
623;0;1;1;0;1;0;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,0,1,1,0,0
624;0;1;1;0;1;0;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,0,1,1,1,1
625;0;1;1;0;1;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,1,0,0
626;0;1;1;0;1;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,1,1,1
627;0;1;1;0;1;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,1,0,0,0
628;0;1;1;0;1;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,1,0,1,1
629;0;1;1;0;1;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,1,0,0
630;0;1;1;0;1;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,1,1,1
631;0;1;1;0;1;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,1,0,0,0
632;0;1;1;0;1;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,1,0,1,1
633;0;1;1;0;1;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,1,0,0,0,0
634;0;1;1;0;1;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,1,0,0,1,1
635;0;1;1;0;1;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,1,0,0
636;0;1;1;0;1;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,1,1,1
637;0;1;1;0;1;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,1,0,0,0
638;0;1;1;0;1;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,1,0,1,1
639;0;1;1;0;1;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,1,0,0,0,0
640;0;1;1;0;1;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,1,0,0,1,1
641;0;1;1;0;1;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,0,0,0,0,0
642;0;1;1;0;1;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,0,0,0,1,1
643;0;1;1;1;0;0;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,0,1,1,0,0
644;0;1;1;1;0;0;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,0,1,1,1,1
645;0;1;1;1;0;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,1,0,1,0,0
646;0;1;1;1;0;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,1,0,1,1,1
647;0;1;1;1;0;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,0,1,1,0,0,0
648;0;1;1;1;0;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,0,1,1,0,1,1
649;0;1;1;1;0;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,0,0,1,0,0
650;0;1;1;1;0;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,0,0,1,1,1
651;0;1;1;1;0;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,0,1,0,0,0
652;0;1;1;1;0;0;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,0,1,0,1,1
653;0;1;1;1;0;0;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,1,0,0,0,0
654;0;1;1;1;0;0;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,1,0,0,1,1
655;0;1;1;1;0;1;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,0,0,1,0,0
656;0;1;1;1;0;1;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,0,0,1,1,1
657;0;1;1;1;0;1;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,0,1,0,0,0
658;0;1;1;1;0;1;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,0,1,0,1,1
659;0;1;1;1;0;1;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,1,0,0,0,0
660;0;1;1;1;0;1;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,1,0,0,1,1
661;0;1;1;1;0;1;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,0,0,0,0,0
662;0;1;1;1;0;1;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,0,0,0,1,1
663;0;1;1;1;1;0;0.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,0,0,1,0,0
664;0;1;1;1;1;0;0.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,0,0,1,1,1
665;0;1;1;1;1;0;0.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,0,1,0,0,0
666;0;1;1;1;1;0;0.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,0,1,0,1,1
667;0;1;1;1;1;0;0.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,0,0,0
668;0;1;1;1;1;0;0.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,0,1,1
669;0;1;1;1;1;0;1.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,0,0,0
670;0;1;1;1;1;0;1.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,0,1,1
671;0;1;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,0,0,0,0,0
672;0;1;1;1;1;1;0.0;0.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,0,0,0,1,1
673;1;0;0;0;0;0;1.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,1,1,1,0,0
674;1;0;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,1,1,1,1,1
675;1;0;0;0;0;1;0.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,1,1,1,0,0
676;1;0;0;0;0;1;0.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,1,1,1,1,1
677;1;0;0;0;0;1;1.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,1,1,0,1,1,0,0
678;1;0;0;0;0;1;1.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,1,1,0,1,1,1,1
679;1;0;0;0;0;1;1.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,1,1,0,1,0,0
680;1;0;0;0;0;1;1.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,1,1,0,1,1,1
681;1;0;0;0;0;1;1.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,1,1,0,0,0
682;1;0;0;0;0;1;1.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,1,1,0,1,1
683;1;0;0;0;1;0;0.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,1,1,1,0,0
684;1;0;0;0;1;0;0.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,1,1,1,1,1
685;1;0;0;0;1;0;1.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,0,1,1,0,0
686;1;0;0;0;1;0;1.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,0,1,1,1,1
687;1;0;0;0;1;0;1.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,1,0,1,0,0
688;1;0;0;0;1;0;1.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,1,0,1,1,1
689;1;0;0;0;1;0;1.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,1,1,0,0,0
690;1;0;0;0;1;0;1.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,1,1,1,0,1,1
691;1;0;0;0;1;1;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,0,1,1,0,0
692;1;0;0;0;1;1;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,0,1,1,1,1
693;1;0;0;0;1;1;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,0,1,0,1,0,0
694;1;0;0;0;1;1;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,0,1,0,1,1,1
695;1;0;0;0;1;1;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,0,1,1,0,0,0
696;1;0;0;0;1;1;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,0,1,1,0,1,1
697;1;0;0;0;1;1;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,1,1,0,0,1,0,0
698;1;0;0;0;1;1;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,1,1,0,0,1,1,1
699;1;0;0;0;1;1;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,0,1,0,0,0
700;1;0;0;0;1;1;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,0,1,0,1,1
701;1;0;0;0;1;1;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;1,1,1,1,0,0,0,0
702;1;0;0;0;1;1;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;1,1,1,1,0,0,1,1
703;1;0;0;1;0;0;0.0;1.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,0,1,1,1,0,0
704;1;0;0;1;0;0;0.0;1.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,0,1,1,1,1,1
705;1;0;0;1;0;0;1.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,0,1,1,0,0
706;1;0;0;1;0;0;1.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,0,1,1,1,1
707;1;0;0;1;0;0;1.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,0,1,1,0,1,0,0
708;1;0;0;1;0;0;1.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,0,1,1,0,1,1,1
709;1;0;0;1;0;0;1.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,0,1,1,1,0,0,0
710;1;0;0;1;0;0;1.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,0,1,1,1,0,1,1
711;1;0;0;1;0;1;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,0,1,1,0,0
712;1;0;0;1;0;1;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,0,1,1,1,1
713;1;0;0;1;0;1;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,0,1,0,1,0,0
714;1;0;0;1;0;1;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,0,1,0,1,1,1
715;1;0;0;1;0;1;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,0,1,1,0,0,0
716;1;0;0;1;0;1;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,0,1,1,0,1,1
717;1;0;0;1;0;1;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;0,1,1,0,0,1,0,0
718;1;0;0;1;0;1;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;0,1,1,0,0,1,1,1
719;1;0;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,0,1,0,0,0
720;1;0;0;1;0;1;1.0;0.0;1.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,0,1,0,1,1
721;1;0;0;1;0;1;1.0;1.0;0.0;0.0;0.0;0.0;;5;7;Perdido;0,1,1,1,0,0,0,0
722;1;0;0;1;0;1;1.0;1.0;0.0;0.0;1.0;1.0;;7;5;Ganado;0,1,1,1,0,0,1,1
723;1;0;0;1;1;0;0.0;0.0;1.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,0,1,1,0,0
724;1;0;0;1;1;0;0.0;0.0;1.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,0,1,1,1,1
725;1;0;0;1;1;0;0.0;1.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,0,1,0,1,0,0
726;1;0;0;1;1;0;0.0;1.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,0,1,0,1,1,1
727;1;0;0;1;1;0;0.0;1.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,0,1,1,0,0,0
728;1;0;0;1;1;0;0.0;1.0;1.0;0.0;1.0;1.0;;7;5;Ganado;1,0,0,1,1,0,1,1
729;1;0;0;1;1;0;1.0;0.0;0.0;1.0;0.0;0.0;;5;7;Perdido;1,0,1,0,0,1,0,0
730;1;0;0;1;1;0;1.0;0.0;0.0;1.0;1.0;1.0;;7;5;Ganado;1,0,1,0,0,1,1,1
731;1;0;0;1;1;0;1.0;0.0;1.0;0.0;0.0;0.0;;5;7;Perdido;1,0,1,0,1,0,0,0
