Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status
797;1;0;1;1;0;1;0;0;1;0;0;0;;5;7;Perdido
798;1;0;1;1;0;1;0;0;1;0;1;1;;7;5;Ganado
799;1;0;1;1;0;1;0;1;0;0;0;0;;5;7;Perdido
800;1;0;1;1;0;1;0;1;0;0;1;1;;7;5;Ganado
801;1;0;1;1;0;1;1;0;0;0;0;0;;5;7;Perdido
802;1;0;1;1;0;1;1;0;0;0;1;1;;7;5;Ganado
803;1;0;1;1;1;0;0;0;0;1;0;0;;5;7;Perdido
804;1;0;1;1;1;0;0;0;0;1;1;1;;7;5;Ganado
805;1;0;1;1;1;0;0;0;1;0;0;0;;5;7;Perdido
806;1;0;1;1;1;0;0;0;1;0;1;1;;7;5;Ganado
807;1;0;1;1;1;0;0;1;0;0;0;0;;5;7;Perdido
808;1;0;1;1;1;0;0;1;0;0;1;1;;7;5;Ganado
809;1;0;1;1;1;0;1;0;0;0;0;0;;5;7;Perdido
810;1;0;1;1;1;0;1;0;0;0;1;1;;7;5;Ganado
811;1;0;1;1;1;1;0;0;0;0;0;0;;5;7;Perdido
812;1;0;1;1;1;1;0;0;0;0;1;1;;7;5;Ganado
813;1;1;0;0;0;0;0;1;1;1;0;0;;5;7;Perdido
814;1;1;0;0;0;0;0;1;1;1;1;1;;7;5;Ganado
815;1;1;0;0;0;0;1;0;1;1;0;0;;5;7;Perdido
816;1;1;0;0;0;0;1;0;1;1;1;1;;7;5;Ganado
817;1;1;0;0;0;0;1;1;0;1;0;0;;5;7;Perdido
818;1;1;0;0;0;0;1;1;0;1;1;1;;7;5;Ganado
819;1;1;0;0;0;0;1;1;1;0;0;0;;5;7;Perdido
820;1;1;0;0;0;0;1;1;1;0;1;1;;7;5;Ganado
821;1;1;0;0;0;1;0;0;1;1;0;0;;5;7;Perdido
822;1;1;0;0;0;1;0;0;1;1;1;1;;7;5;Ganado
823;1;1;0;0;0;1;0;1;0;1;0;0;;5;7;Perdido
824;1;1;0;0;0;1;0;1;0;1;1;1;;7;5;Ganado
825;1;1;0;0;0;1;0;1;1;0;0;0;;5;7;Perdido
826;1;1;0;0;0;1;0;1;1;0;1;1;;7;5;Ganado
827;1;1;0;0;0;1;1;0;0;1;0;0;;5;7;Perdido
828;1;1;0;0;0;1;1;0;0;1;1;1;;7;5;Ganado
829;1;1;0;0;0;1;1;0;1;0;0;0;;5;7;Perdido
830;1;1;0;0;0;1;1;0;1;0;1;1;;7;5;Ganado
831;1;1;0;0;0;1;1;1;0;0;0;0;;5;7;Perdido
832;1;1;0;0;0;1;1;1;0;0;1;1;;7;5;Ganado
833;1;1;0;0;1;0;0;0;1;1;0;0;;5;7;Perdido
834;1;1;0;0;1;0;0;0;1;1;1;1;;7;5;Ganado
835;1;1;0;0;1;0;0;1;0;1;0;0;;5;7;Perdido
836;1;1;0;0;1;0;0;1;0;1;1;1;;7;5;Ganado
837;1;1;0;0;1;0;0;1;1;0;0;0;;5;7;Perdido
838;1;1;0;0;1;0;0;1;1;0;1;1;;7;5;Ganado
839;1;1;0;0;1;0;1;0;0;1;0;0;;5;7;Perdido
840;1;1;0;0;1;0;1;0;0;1;1;1;;7;5;Ganado
841;1;1;0;0;1;0;1;0;1;0;0;0;;5;7;Perdido
842;1;1;0;0;1;0;1;0;1;0;1;1;;7;5;Ganado
843;1;1;0;0;1;0;1;1;0;0;0;0;;5;7;Perdido
844;1;1;0;0;1;0;1;1;0;0;1;1;;7;5;Ganado
845;1;1;0;0;1;1;0;0;0;1;0;0;;5;7;Perdido
846;1;1;0;0;1;1;0;0;0;1;1;1;;7;5;Ganado
847;1;1;0;0;1;1;0;0;1;0;0;0;;5;7;Perdido
848;1;1;0;0;1;1;0;0;1;0;1;1;;7;5;Ganado
849;1;1;0;0;1;1;0;1;0;0;0;0;;5;7;Perdido
850;1;1;0;0;1;1;0;1;0;0;1;1;;7;5;Ganado
851;1;1;0;0;1;1;1;0;0;0;0;0;;5;7;Perdido
852;1;1;0;0;1;1;1;0;0;0;1;1;;7;5;Ganado
853;1;1;0;1;0;0;0;0;1;1;0;0;;5;7;Perdido
854;1;1;0;1;0;0;0;0;1;1;1;1;;7;5;Ganado
855;1;1;0;1;0;0;0;1;0;1;0;0;;5;7;Perdido
856;1;1;0;1;0;0;0;1;0;1;1;1;;7;5;Ganado
857;1;1;0;1;0;0;0;1;1;0;0;0;;5;7;Perdido
858;1;1;0;1;0;0;0;1;1;0;1;1;;7;5;Ganado
859;1;1;0;1;0;0;1;0;0;1;0;0;;5;7;Perdido
860;1;1;0;1;0;0;1;0;0;1;1;1;;7;5;Ganado
861;1;1;0;1;0;0;1;0;1;0;0;0;;5;7;Perdido
862;1;1;0;1;0;0;1;0;1;0;1;1;;7;5;Ganado
863;1;1;0;1;0;0;1;1;0;0;0;0;;5;7;Perdido
864;1;1;0;1;0;0;1;1;0;0;1;1;;7;5;Ganado
865;1;1;0;1;0;1;0;0;0;1;0;0;;5;7;Perdido
866;1;1;0;1;0;1;0;0;0;1;1;1;;7;5;Ganado
867;1;1;0;1;0;1;0;0;1;0;0;0;;5;7;Perdido
868;1;1;0;1;0;1;0;0;1;0;1;1;;7;5;Ganado
869;1;1;0;1;0;1;0;1;0;0;0;0;;5;7;Perdido
870;1;1;0;1;0;1;0;1;0;0;1;1;;7;5;Ganado
871;1;1;0;1;0;1;1;0;0;0;0;0;;5;7;Perdido
872;1;1;0;1;0;1;1;0;0;0;1;1;;7;5;Ganado
873;1;1;0;1;1;0;0;0;0;1;0;0;;5;7;Perdido
874;1;1;0;1;1;0;0;0;0;1;1;1;;7;5;Ganado
875;1;1;0;1;1;0;0;0;1;0;0;0;;5;7;Perdido
876;1;1;0;1;1;0;0;0;1;0;1;1;;7;5;Ganado
877;1;1;0;1;1;0;0;1;0;0;0;0;;5;7;Perdido
878;1;1;0;1;1;0;0;1;0;0;1;1;;7;5;Ganado
879;1;1;0;1;1;0;1;0;0;0;0;0;;5;7;Perdido
880;1;1;0;1;1;0;1;0;0;0;1;1;;7;5;Ganado
881;1;1;0;1;1;1;0;0;0;0;0;0;;5;7;Perdido
882;1;1;0;1;1;1;0;0;0;0;1;1;;7;5;Ganado
883;1;1;1;0;0;0;0;0;1;1;0;0;;5;7;Perdido
884;1;1;1;0;0;0;0;0;1;1;1;1;;7;5;Ganado
885;1;1;1;0;0;0;0;1;0;1;0;0;;5;7;Perdido
886;1;1;1;0;0;0;0;1;0;1;1;1;;7;5;Ganado
887;1;1;1;0;0;0;0;1;1;0;0;0;;5;7;Perdido
888;1;1;1;0;0;0;0;1;1;0;1;1;;7;5;Ganado
889;1;1;1;0;0;0;1;0;0;1;0;0;;5;7;Perdido
890;1;1;1;0;0;0;1;0;0;1;1;1;;7;5;Ganado
891;1;1;1;0;0;0;1;0;1;0;0;0;;5;7;Perdido
892;1;1;1;0;0;0;1;0;1;0;1;1;;7;5;Ganado
893;1;1;1;0;0;0;1;1;0;0;0;0;;5;7;Perdido
894;1;1;1;0;0;0;1;1;0;0;1;1;;7;5;Ganado
895;1;1;1;0;0;1;0;0;0;1;0;0;;5;7;Perdido
896;1;1;1;0;0;1;0;0;0;1;1;1;;7;5;Ganado
897;1;1;1;0;0;1;0;0;1;0;0;0;;5;7;Perdido
898;1;1;1;0;0;1;0;0;1;0;1;1;;7;5;Ganado
899;1;1;1;0;0;1;0;1;0;0;0;0;;5;7;Perdido
900;1;1;1;0;0;1;0;1;0;0;1;1;;7;5;Ganado
901;1;1;1;0;0;1;1;0;0;0;0;0;;5;7;Perdido
902;1;1;1;0;0;1;1;0;0;0;1;1;;7;5;Ganado
903;1;1;1;0;1;0;0;0;0;1;0;0;;5;7;Perdido
904;1;1;1;0;1;0;0;0;0;1;1;1;;7;5;Ganado
905;1;1;1;0;1;0;0;0;1;0;0;0;;5;7;Perdido
906;1;1;1;0;1;0;0;0;1;0;1;1;;7;5;Ganado
907;1;1;1;0;1;0;0;1;0;0;0;0;;5;7;Perdido
908;1;1;1;0;1;0;0;1;0;0;1;1;;7;5;Ganado
909;1;1;1;0;1;0;1;0;0;0;0;0;;5;7;Perdido
910;1;1;1;0;1;0;1;0;0;0;1;1;;7;5;Ganado
911;1;1;1;0;1;1;0;0;0;0;0;0;;5;7;Perdido
912;1;1;1;0;1;1;0;0;0;0;1;1;;7;5;Ganado
913;1;1;1;1;0;0;0;0;0;1;0;0;;5;7;Perdido
914;1;1;1;1;0;0;0;0;0;1;1;1;;7;5;Ganado
915;1;1;1;1;0;0;0;0;1;0;0;0;;5;7;Perdido
916;1;1;1;1;0;0;0;0;1;0;1;1;;7;5;Ganado
917;1;1;1;1;0;0;0;1;0;0;0;0;;5;7;Perdido
918;1;1;1;1;0;0;0;1;0;0;1;1;;7;5;Ganado
919;1;1;1;1;0;0;1;0;0;0;0;0;;5;7;Perdido
920;1;1;1;1;0;0;1;0;0;0;1;1;;7;5;Ganado
921;1;1;1;1;0;1;0;0;0;0;0;0;;5;7;Perdido
922;1;1;1;1;0;1;0;0;0;0;1;1;;7;5;Ganado
923;1;1;1;1;1;0;0;0;0;0;0;0;;5;7;Perdido
924;1;1;1;1;1;0;0;0;0;0;1;1;;7;5;Ganado
925;0;0;0;0;0;1;1;1;1;1;0;1;0;6;7;Perdido
926;0;0;0;0;0;1;1;1;1;1;0;1;1;7;6;Ganado
927;0;0;0;0;0;1;1;1;1;1;1;0;0;6;7;Perdido
928;0;0;0;0;0;1;1;1;1;1;1;0;1;7;6;Ganado
929;0;0;0;0;1;0;1;1;1;1;0;1;0;6;7;Perdido
930;0;0;0;0;1;0;1;1;1;1;0;1;1;7;6;Ganado
931;0;0;0;0;1;0;1;1;1;1;1;0;0;6;7;Perdido
932;0;0;0;0;1;0;1;1;1;1;1;0;1;7;6;Ganado
933;0;0;0;0;1;1;0;1;1;1;0;1;0;6;7;Perdido
934;0;0;0;0;1;1;0;1;1;1;0;1;1;7;6;Ganado
935;0;0;0;0;1;1;0;1;1;1;1;0;0;6;7;Perdido
936;0;0;0;0;1;1;0;1;1;1;1;0;1;7;6;Ganado
937;0;0;0;0;1;1;1;0;1;1;0;1;0;6;7;Perdido
938;0;0;0;0;1;1;1;0;1;1;0;1;1;7;6;Ganado
939;0;0;0;0;1;1;1;0;1;1;1;0;0;6;7;Perdido
940;0;0;0;0;1;1;1;0;1;1;1;0;1;7;6;Ganado
941;0;0;0;0;1;1;1;1;0;1;0;1;0;6;7;Perdido
942;0;0;0;0;1;1;1;1;0;1;0;1;1;7;6;Ganado
943;0;0;0;0;1;1;1;1;0;1;1;0;0;6;7;Perdido
944;0;0;0;0;1;1;1;1;0;1;1;0;1;7;6;Ganado
945;0;0;0;0;1;1;1;1;1;0;0;1;0;6;7;Perdido
946;0;0;0;0;1;1;1;1;1;0;0;1;1;7;6;Ganado
947;0;0;0;0;1;1;1;1;1;0;1;0;0;6;7;Perdido
948;0;0;0;0;1;1;1;1;1;0;1;0;1;7;6;Ganado
949;0;0;0;1;0;0;1;1;1;1;0;1;0;6;7;Perdido
950;0;0;0;1;0;0;1;1;1;1;0;1;1;7;6;Ganado
951;0;0;0;1;0;0;1;1;1;1;1;0;0;6;7;Perdido
952;0;0;0;1;0;0;1;1;1;1;1;0;1;7;6;Ganado
953;0;0;0;1;0;1;0;1;1;1;0;1;0;6;7;Perdido
954;0;0;0;1;0;1;0;1;1;1;0;1;1;7;6;Ganado
955;0;0;0;1;0;1;0;1;1;1;1;0;0;6;7;Perdido
956;0;0;0;1;0;1;0;1;1;1;1;0;1;7;6;Ganado
957;0;0;0;1;0;1;1;0;1;1;0;1;0;6;7;Perdido
958;0;0;0;1;0;1;1;0;1;1;0;1;1;7;6;Ganado
959;0;0;0;1;0;1;1;0;1;1;1;0;0;6;7;Perdido
960;0;0;0;1;0;1;1;0;1;1;1;0;1;7;6;Ganado
961;0;0;0;1;0;1;1;1;0;1;0;1;0;6;7;Perdido
962;0;0;0;1;0;1;1;1;0;1;0;1;1;7;6;Ganado
963;0;0;0;1;0;1;1;1;0;1;1;0;0;6;7;Perdido
964;0;0;0;1;0;1;1;1;0;1;1;0;1;7;6;Ganado
965;0;0;0;1;0;1;1;1;1;0;0;1;0;6;7;Perdido
966;0;0;0;1;0;1;1;1;1;0;0;1;1;7;6;Ganado
967;0;0;0;1;0;1;1;1;1;0;1;0;0;6;7;Perdido
968;0;0;0;1;0;1;1;1;1;0;1;0;1;7;6;Ganado
969;0;0;0;1;1;0;0;1;1;1;0;1;0;6;7;Perdido
970;0;0;0;1;1;0;0;1;1;1;0;1;1;7;6;Ganado
971;0;0;0;1;1;0;0;1;1;1;1;0;0;6;7;Perdido
972;0;0;0;1;1;0;0;1;1;1;1;0;1;7;6;Ganado
973;0;0;0;1;1;0;1;0;1;1;0;1;0;6;7;Perdido
974;0;0;0;1;1;0;1;0;1;1;0;1;1;7;6;Ganado
975;0;0;0;1;1;0;1;0;1;1;1;0;0;6;7;Perdido
976;0;0;0;1;1;0;1;0;1;1;1;0;1;7;6;Ganado
977;0;0;0;1;1;0;1;1;0;1;0;1;0;6;7;Perdido
978;0;0;0;1;1;0;1;1;0;1;0;1;1;7;6;Ganado
979;0;0;0;1;1;0;1;1;0;1;1;0;0;6;7;Perdido
980;0;0;0;1;1;0;1;1;0;1;1;0;1;7;6;Ganado
981;0;0;0;1;1;0;1;1;1;0;0;1;0;6;7;Perdido
982;0;0;0;1;1;0;1;1;1;0;0;1;1;7;6;Ganado
983;0;0;0;1;1;0;1;1;1;0;1;0;0;6;7;Perdido
984;0;0;0;1;1;0;1;1;1;0;1;0;1;7;6;Ganado
985;0;0;0;1;1;1;0;0;1;1;0;1;0;6;7;Perdido
986;0;0;0;1;1;1;0;0;1;1;0;1;1;7;6;Ganado
987;0;0;0;1;1;1;0;0;1;1;1;0;0;6;7;Perdido
988;0;0;0;1;1;1;0;0;1;1;1;0;1;7;6;Ganado
989;0;0;0;1;1;1;0;1;0;1;0;1;0;6;7;Perdido
990;0;0;0;1;1;1;0;1;0;1;0;1;1;7;6;Ganado
991;0;0;0;1;1;1;0;1;0;1;1;0;0;6;7;Perdido
992;0;0;0;1;1;1;0;1;0;1;1;0;1;7;6;Ganado
993;0;0;0;1;1;1;0;1;1;0;0;1;0;6;7;Perdido
994;0;0;0;1;1;1;0;1;1;0;0;1;1;7;6;Ganado
995;0;0;0;1;1;1;0;1;1;0;1;0;0;6;7;Perdido
996;0;0;0;1;1;1;0;1;1;0;1;0;1;7;6;Ganado
997;0;0;0;1;1;1;1;0;0;1;0;1;0;6;7;Perdido
998;0;0;0;1;1;1;1;0;0;1;0;1;1;7;6;Ganado
999;0;0;0;1;1;1;1;0;0;1;1;0;0;6;7;Perdido
1000;0;0;0;1;1;1;1;0;0;1;1;0;1;7;6;Ganado
1001;0;0;0;1;1;1;1;0;1;0;0;1;0;6;7;Perdido
1002;0;0;0;1;1;1;1;0;1;0;0;1;1;7;6;Ganado
1003;0;0;0;1;1;1;1;0;1;0;1;0;0;6;7;Perdido
1004;0;0;0;1;1;1;1;0;1;0;1;0;1;7;6;Ganado
1005;0;0;0;1;1;1;1;1;0;0;0;1;0;6;7;Perdido
1006;0;0;0;1;1;1;1;1;0;0;0;1;1;7;6;Ganado
1007;0;0;0;1;1;1;1;1;0;0;1;0;0;6;7;Perdido
1008;0;0;0;1;1;1;1;1;0;0;1;0;1;7;6;Ganado
1009;0;0;1;0;0;0;1;1;1;1;0;1;0;6;7;Perdido
1010;0;0;1;0;0;0;1;1;1;1;0;1;1;7;6;Ganado
1011;0;0;1;0;0;0;1;1;1;1;1;0;0;6;7;Perdido
1012;0;0;1;0;0;0;1;1;1;1;1;0;1;7;6;Ganado
1013;0;0;1;0;0;1;0;1;1;1;0;1;0;6;7;Perdido
1014;0;0;1;0;0;1;0;1;1;1;0;1;1;7;6;Ganado
1015;0;0;1;0;0;1;0;1;1;1;1;0;0;6;7;Perdido
1016;0;0;1;0;0;1;0;1;1;1;1;0;1;7;6;Ganado
1017;0;0;1;0;0;1;1;0;1;1;0;1;0;6;7;Perdido
1018;0;0;1;0;0;1;1;0;1;1;0;1;1;7;6;Ganado
1019;0;0;1;0;0;1;1;0;1;1;1;0;0;6;7;Perdido
1020;0;0;1;0;0;1;1;0;1;1;1;0;1;7;6;Ganado
1021;0;0;1;0;0;1;1;1;0;1;0;1;0;6;7;Perdido
1022;0;0;1;0;0;1;1;1;0;1;0;1;1;7;6;Ganado
1023;0;0;1;0;0;1;1;1;0;1;1;0;0;6;7;Perdido
1024;0;0;1;0;0;1;1;1;0;1;1;0;1;7;6;Ganado
1025;0;0;1;0;0;1;1;1;1;0;0;1;0;6;7;Perdido
1026;0;0;1;0;0;1;1;1;1;0;0;1;1;7;6;Ganado
1027;0;0;1;0;0;1;1;1;1;0;1;0;0;6;7;Perdido
1028;0;0;1;0;0;1;1;1;1;0;1;0;1;7;6;Ganado
1029;0;0;1;0;1;0;0;1;1;1;0;1;0;6;7;Perdido
1030;0;0;1;0;1;0;0;1;1;1;0;1;1;7;6;Ganado
1031;0;0;1;0;1;0;0;1;1;1;1;0;0;6;7;Perdido
1032;0;0;1;0;1;0;0;1;1;1;1;0;1;7;6;Ganado
1033;0;0;1;0;1;0;1;0;1;1;0;1;0;6;7;Perdido
1034;0;0;1;0;1;0;1;0;1;1;0;1;1;7;6;Ganado
1035;0;0;1;0;1;0;1;0;1;1;1;0;0;6;7;Perdido
1036;0;0;1;0;1;0;1;0;1;1;1;0;1;7;6;Ganado
1037;0;0;1;0;1;0;1;1;0;1;0;1;0;6;7;Perdido
1038;0;0;1;0;1;0;1;1;0;1;0;1;1;7;6;Ganado
1039;0;0;1;0;1;0;1;1;0;1;1;0;0;6;7;Perdido
1040;0;0;1;0;1;0;1;1;0;1;1;0;1;7;6;Ganado
1041;0;0;1;0;1;0;1;1;1;0;0;1;0;6;7;Perdido
1042;0;0;1;0;1;0;1;1;1;0;0;1;1;7;6;Ganado
1043;0;0;1;0;1;0;1;1;1;0;1;0;0;6;7;Perdido
1044;0;0;1;0;1;0;1;1;1;0;1;0;1;7;6;Ganado
1045;0;0;1;0;1;1;0;0;1;1;0;1;0;6;7;Perdido
1046;0;0;1;0;1;1;0;0;1;1;0;1;1;7;6;Ganado
1047;0;0;1;0;1;1;0;0;1;1;1;0;0;6;7;Perdido
1048;0;0;1;0;1;1;0;0;1;1;1;0;1;7;6;Ganado
1049;0;0;1;0;1;1;0;1;0;1;0;1;0;6;7;Perdido
1050;0;0;1;0;1;1;0;1;0;1;0;1;1;7;6;Ganado
1051;0;0;1;0;1;1;0;1;0;1;1;0;0;6;7;Perdido
1052;0;0;1;0;1;1;0;1;0;1;1;0;1;7;6;Ganado
1053;0;0;1;0;1;1;0;1;1;0;0;1;0;6;7;Perdido
1054;0;0;1;0;1;1;0;1;1;0;0;1;1;7;6;Ganado
1055;0;0;1;0;1;1;0;1;1;0;1;0;0;6;7;Perdido
1056;0;0;1;0;1;1;0;1;1;0;1;0;1;7;6;Ganado
1057;0;0;1;0;1;1;1;0;0;1;0;1;0;6;7;Perdido
1058;0;0;1;0;1;1;1;0;0;1;0;1;1;7;6;Ganado
1059;0;0;1;0;1;1;1;0;0;1;1;0;0;6;7;Perdido
1060;0;0;1;0;1;1;1;0;0;1;1;0;1;7;6;Ganado
1061;0;0;1;0;1;1;1;0;1;0;0;1;0;6;7;Perdido
1062;0;0;1;0;1;1;1;0;1;0;0;1;1;7;6;Ganado
1063;0;0;1;0;1;1;1;0;1;0;1;0;0;6;7;Perdido
1064;0;0;1;0;1;1;1;0;1;0;1;0;1;7;6;Ganado
1065;0;0;1;0;1;1;1;1;0;0;0;1;0;6;7;Perdido
1066;0;0;1;0;1;1;1;1;0;0;0;1;1;7;6;Ganado
1067;0;0;1;0;1;1;1;1;0;0;1;0;0;6;7;Perdido
1068;0;0;1;0;1;1;1;1;0;0;1;0;1;7;6;Ganado
1069;0;0;1;1;0;0;0;1;1;1;0;1;0;6;7;Perdido
1070;0;0;1;1;0;0;0;1;1;1;0;1;1;7;6;Ganado
1071;0;0;1;1;0;0;0;1;1;1;1;0;0;6;7;Perdido
1072;0;0;1;1;0;0;0;1;1;1;1;0;1;7;6;Ganado
1073;0;0;1;1;0;0;1;0;1;1;0;1;0;6;7;Perdido
1074;0;0;1;1;0;0;1;0;1;1;0;1;1;7;6;Ganado
1075;0;0;1;1;0;0;1;0;1;1;1;0;0;6;7;Perdido
1076;0;0;1;1;0;0;1;0;1;1;1;0;1;7;6;Ganado
1077;0;0;1;1;0;0;1;1;0;1;0;1;0;6;7;Perdido
1078;0;0;1;1;0;0;1;1;0;1;0;1;1;7;6;Ganado
1079;0;0;1;1;0;0;1;1;0;1;1;0;0;6;7;Perdido
1080;0;0;1;1;0;0;1;1;0;1;1;0;1;7;6;Ganado
1081;0;0;1;1;0;0;1;1;1;0;0;1;0;6;7;Perdido
1082;0;0;1;1;0;0;1;1;1;0;0;1;1;7;6;Ganado
1083;0;0;1;1;0;0;1;1;1;0;1;0;0;6;7;Perdido
1084;0;0;1;1;0;0;1;1;1;0;1;0;1;7;6;Ganado
1085;0;0;1;1;0;1;0;0;1;1;0;1;0;6;7;Perdido
1086;0;0;1;1;0;1;0;0;1;1;0;1;1;7;6;Ganado
1087;0;0;1;1;0;1;0;0;1;1;1;0;0;6;7;Perdido
1088;0;0;1;1;0;1;0;0;1;1;1;0;1;7;6;Ganado
1089;0;0;1;1;0;1;0;1;0;1;0;1;0;6;7;Perdido
1090;0;0;1;1;0;1;0;1;0;1;0;1;1;7;6;Ganado
1091;0;0;1;1;0;1;0;1;0;1;1;0;0;6;7;Perdido
1092;0;0;1;1;0;1;0;1;0;1;1;0;1;7;6;Ganado
1093;0;0;1;1;0;1;0;1;1;0;0;1;0;6;7;Perdido
1094;0;0;1;1;0;1;0;1;1;0;0;1;1;7;6;Ganado
1095;0;0;1;1;0;1;0;1;1;0;1;0;0;6;7;Perdido
1096;0;0;1;1;0;1;0;1;1;0;1;0;1;7;6;Ganado
1097;0;0;1;1;0;1;1;0;0;1;0;1;0;6;7;Perdido
1098;0;0;1;1;0;1;1;0;0;1;0;1;1;7;6;Ganado
1099;0;0;1;1;0;1;1;0;0;1;1;0;0;6;7;Perdido
1100;0;0;1;1;0;1;1;0;0;1;1;0;1;7;6;Ganado
1101;0;0;1;1;0;1;1;0;1;0;0;1;0;6;7;Perdido
1102;0;0;1;1;0;1;1;0;1;0;0;1;1;7;6;Ganado
1103;0;0;1;1;0;1;1;0;1;0;1;0;0;6;7;Perdido
1104;0;0;1;1;0;1;1;0;1;0;1;0;1;7;6;Ganado
1105;0;0;1;1;0;1;1;1;0;0;0;1;0;6;7;Perdido
1106;0;0;1;1;0;1;1;1;0;0;0;1;1;7;6;Ganado
1107;0;0;1;1;0;1;1;1;0;0;1;0;0;6;7;Perdido
1108;0;0;1;1;0;1;1;1;0;0;1;0;1;7;6;Ganado
1109;0;0;1;1;1;0;0;0;1;1;0;1;0;6;7;Perdido
1110;0;0;1;1;1;0;0;0;1;1;0;1;1;7;6;Ganado
1111;0;0;1;1;1;0;0;0;1;1;1;0;0;6;7;Perdido
1112;0;0;1;1;1;0;0;0;1;1;1;0;1;7;6;Ganado
1113;0;0;1;1;1;0;0;1;0;1;0;1;0;6;7;Perdido
1114;0;0;1;1;1;0;0;1;0;1;0;1;1;7;6;Ganado
1115;0;0;1;1;1;0;0;1;0;1;1;0;0;6;7;Perdido
1116;0;0;1;1;1;0;0;1;0;1;1;0;1;7;6;Ganado
1117;0;0;1;1;1;0;0;1;1;0;0;1;0;6;7;Perdido
1118;0;0;1;1;1;0;0;1;1;0;0;1;1;7;6;Ganado
1119;0;0;1;1;1;0;0;1;1;0;1;0;0;6;7;Perdido
1120;0;0;1;1;1;0;0;1;1;0;1;0;1;7;6;Ganado
1121;0;0;1;1;1;0;1;0;0;1;0;1;0;6;7;Perdido
1122;0;0;1;1;1;0;1;0;0;1;0;1;1;7;6;Ganado
1123;0;0;1;1;1;0;1;0;0;1;1;0;0;6;7;Perdido
1124;0;0;1;1;1;0;1;0;0;1;1;0;1;7;6;Ganado
1125;0;0;1;1;1;0;1;0;1;0;0;1;0;6;7;Perdido
1126;0;0;1;1;1;0;1;0;1;0;0;1;1;7;6;Ganado
1127;0;0;1;1;1;0;1;0;1;0;1;0;0;6;7;Perdido
1128;0;0;1;1;1;0;1;0;1;0;1;0;1;7;6;Ganado
1129;0;0;1;1;1;0;1;1;0;0;0;1;0;6;7;Perdido
1130;0;0;1;1;1;0;1;1;0;0;0;1;1;7;6;Ganado
1131;0;0;1;1;1;0;1;1;0;0;1;0;0;6;7;Perdido
1132;0;0;1;1;1;0;1;1;0;0;1;0;1;7;6;Ganado
1133;0;0;1;1;1;1;0;0;0;1;0;1;0;6;7;Perdido
1134;0;0;1;1;1;1;0;0;0;1;0;1;1;7;6;Ganado
1135;0;0;1;1;1;1;0;0;0;1;1;0;0;6;7;Perdido
1136;0;0;1;1;1;1;0;0;0;1;1;0;1;7;6;Ganado
1137;0;0;1;1;1;1;0;0;1;0;0;1;0;6;7;Perdido
1138;0;0;1;1;1;1;0;0;1;0;0;1;1;7;6;Ganado
1139;0;0;1;1;1;1;0;0;1;0;1;0;0;6;7;Perdido
1140;0;0;1;1;1;1;0;0;1;0;1;0;1;7;6;Ganado
1141;0;0;1;1;1;1;0;1;0;0;0;1;0;6;7;Perdido
1142;0;0;1;1;1;1;0;1;0;0;0;1;1;7;6;Ganado
1143;0;0;1;1;1;1;0;1;0;0;1;0;0;6;7;Perdido
1144;0;0;1;1;1;1;0;1;0;0;1;0;1;7;6;Ganado
1145;0;0;1;1;1;1;1;0;0;0;0;1;0;6;7;Perdido
1146;0;0;1;1;1;1;1;0;0;0;0;1;1;7;6;Ganado
1147;0;0;1;1;1;1;1;0;0;0;1;0;0;6;7;Perdido
1148;0;0;1;1;1;1;1;0;0;0;1;0;1;7;6;Ganado
1149;0;1;0;0;0;0;1;1;1;1;0;1;0;6;7;Perdido
1150;0;1;0;0;0;0;1;1;1;1;0;1;1;7;6;Ganado
1151;0;1;0;0;0;0;1;1;1;1;1;0;0;6;7;Perdido
1152;0;1;0;0;0;0;1;1;1;1;1;0;1;7;6;Ganado
1153;0;1;0;0;0;1;0;1;1;1;0;1;0;6;7;Perdido
1154;0;1;0;0;0;1;0;1;1;1;0;1;1;7;6;Ganado
1155;0;1;0;0;0;1;0;1;1;1;1;0;0;6;7;Perdido
1156;0;1;0;0;0;1;0;1;1;1;1;0;1;7;6;Ganado
1157;0;1;0;0;0;1;1;0;1;1;0;1;0;6;7;Perdido
1158;0;1;0;0;0;1;1;0;1;1;0;1;1;7;6;Ganado
1159;0;1;0;0;0;1;1;0;1;1;1;0;0;6;7;Perdido
1160;0;1;0;0;0;1;1;0;1;1;1;0;1;7;6;Ganado
1161;0;1;0;0;0;1;1;1;0;1;0;1;0;6;7;Perdido
1162;0;1;0;0;0;1;1;1;0;1;0;1;1;7;6;Ganado
1163;0;1;0;0;0;1;1;1;0;1;1;0;0;6;7;Perdido
1164;0;1;0;0;0;1;1;1;0;1;1;0;1;7;6;Ganado
1165;0;1;0;0;0;1;1;1;1;0;0;1;0;6;7;Perdido
1166;0;1;0;0;0;1;1;1;1;0;0;1;1;7;6;Ganado
1167;0;1;0;0;0;1;1;1;1;0;1;0;0;6;7;Perdido
1168;0;1;0;0;0;1;1;1;1;0;1;0;1;7;6;Ganado
1169;0;1;0;0;1;0;0;1;1;1;0;1;0;6;7;Perdido
1170;0;1;0;0;1;0;0;1;1;1;0;1;1;7;6;Ganado
1171;0;1;0;0;1;0;0;1;1;1;1;0;0;6;7;Perdido
